,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,ExistingPolicyTenure,Zone,PaymentMethod,AgentBonus_Per_Policy,SumAssured_Per_Policy
3266,4.0,22.0,Agent,Small Business,Under Graduate,Male,4,Manager,5.0,Married,23927,1.0,West,Half Yearly,717.8,88290
3267,5.0,2.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Married,23933,7.0,North,Half Yearly,1196.5,218987
3268,28.0,14.0,Agent,Small Business,Under Graduate,Female,4,Executive,6.0,Married,21044,1.0,North,Half Yearly,771.6666666666666,127316
3269,18.0,18.0,Third Party Partner,Small Business,Under Graduate,Female,5,Executive,5.0,Single,20897,5.0,West,Yearly,710.4,108706
3270,27.0,13.0,Agent,Salaried,Graduate,Female,2,AVP,5.0,Married,34429,13.0,West,Monthly,895.2,144119
3271,13.0,32.0,Agent,Salaried,Graduate,Male,4,AVP,4.0,Single,33836,32.0,West,Half Yearly,1607.25,218580
3272,24.0,15.0,Agent,Salaried,Graduate,Male,4,Senior Manager,4.0,Single,25539,2.0,North,Half Yearly,1213.0,134654
3273,32.0,16.0,Agent,Salaried,Graduate,Male,4,Executive,6.0,Single,21185,6.0,West,Half Yearly,882.6666666666666,173893
3274,24.0,14.0,Online,Salaried,Graduate,Female,4,Manager,2.0,Married,23825,1.0,West,Half Yearly,2382.5,343080
3275,10.0,19.0,Agent,Salaried,Graduate,Male,4,Manager,4.0,Married,23804,10.0,North,Half Yearly,1190.25,224947
3276,10.0,5.0,Agent,Salaried,Graduate,Female,4,Executive,2.0,Married,21652,4.0,West,Half Yearly,1299.0,158492
3277,30.0,15.0,Agent,Small Business,Under Graduate,Male,5,Executive,4.0,Single,22446,2.0,North,Yearly,1234.5,139502
3278,25.0,25.0,Agent,Small Business,Under Graduate,Female,4,Executive,4.0,Married,21763,5.0,West,Half Yearly,1033.75,105441
3279,19.0,8.0,Agent,Small Business,Under Graduate,Male,2,Senior Manager,2.0,Married,25462,1.0,West,Monthly,1909.5,221519
3280,6.0,6.0,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,4.0,Married,21112,9.0,North,Half Yearly,739.0,144089
3281,10.0,10.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Single,19850,3.0,North,Half Yearly,516.2,79479
3282,13.0,19.0,Online,Small Business,Under Graduate,Male,4,Executive,2.0,Single,21027,8.0,North,Half Yearly,1577.0,201859
3283,16.0,21.0,Agent,Large Business,Engineer,Male,5,Executive,5.0,Married,21994,8.0,North,Yearly,1055.8,183693
3284,14.0,22.0,Agent,Small Business,Under Graduate,Male,5,Manager,2.0,Married,22443,9.0,West,Yearly,1795.5,219043
3285,18.0,29.0,Agent,Small Business,Under Graduate,Male,6,Senior Manager,2.0,Married,26572,4.0,North,Yearly,2934.0,375552
3286,10.0,10.0,Agent,Small Business,Under Graduate,Male,2,Executive,5.0,Married,20485,8.0,North,Monthly,655.6,70140
3287,10.0,10.0,Third Party Partner,Small Business,Under Graduate,Male,6,Manager,2.0,Married,27982,4.0,West,Yearly,1679.0,176286
3288,27.0,22.0,Agent,Salaried,Graduate,Female,5,Executive,2.0,Married,21386,3.0,West,Yearly,2245.5,437878
3289,21.0,21.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Married,20732,2.0,West,Half Yearly,1762.0,176222
3290,16.0,8.0,Agent,Salaried,Graduate,Female,2,Senior Manager,2.0,Married,26336,12.0,North,Monthly,1975.0,207396
3291,13.0,13.0,Third Party Partner,Small Business,Under Graduate,Male,5,Executive,2.0,Single,23387,1.0,North,Yearly,2105.0,242055
3292,26.0,21.0,Agent,Small Business,Under Graduate,Male,4,Manager,2.0,Married,26304,3.0,North,Half Yearly,2630.5,370886
3293,3.0,21.0,Agent,Small Business,Under Graduate,Male,2,Executive,4.0,Married,22858,1.0,North,Monthly,857.25,140576
3294,20.0,20.0,Agent,Small Business,Diploma,Male,4,Senior Manager,4.0,Single,27698,8.0,West,Half Yearly,831.0,108022
3295,11.0,6.0,Agent,Small Business,Under Graduate,Female,4,Executive,4.0,Married,21431,1.0,West,Half Yearly,535.75,88938
3296,5.0,2.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Single,22959,2.0,West,Half Yearly,1148.0,177932
3297,15.0,9.0,Online,Salaried,Graduate,Male,5,Senior Manager,4.0,Married,21343,2.0,North,Yearly,730.25,94916
3298,4.0,4.0,Agent,Salaried,MBA,Male,6,Executive,4.0,Married,20012,1.0,West,Yearly,550.25,81448
3299,6.0,19.0,Third Party Partner,Salaried,Graduate,Male,6,AVP,4.0,Married,20935,2.0,West,Yearly,784.75,109875
3300,10.0,12.0,Agent,Small Business,Under Graduate,Male,6,Executive,4.0,Married,20762,3.0,North,Yearly,622.75,84086
3301,5.0,10.0,Agent,Large Business,Engineer,Female,5,AVP,5.0,Single,35161,3.0,West,Yearly,984.6,130939
3302,21.0,11.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,4.0,Married,21890,2.0,West,Half Yearly,875.5,124335
3303,4.0,11.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Married,21934,1.0,North,Half Yearly,548.25,79510
3304,28.0,5.0,Online,Salaried,MBA,Male,6,Manager,5.0,Married,24887,4.0,West,Yearly,945.8,143747
3305,21.0,4.0,Agent,Salaried,Graduate,Female,4,Manager,6.0,Married,24973,5.0,North,Half Yearly,707.5,88446
3306,27.0,27.0,Agent,Small Business,Under Graduate,Male,4,Executive,6.0,Married,22364,8.0,North,Half Yearly,894.5,113609
3307,11.0,5.0,Agent,Salaried,Graduate,Male,4,Manager,5.0,Single,24019,1.0,West,Half Yearly,528.4,57069
3308,21.0,21.0,Agent,Salaried,Graduate,Male,4,Manager,4.0,Married,25340,5.0,West,Half Yearly,887.0,167624
3309,3.0,14.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Married,21319,2.0,West,Half Yearly,1385.5,157974
3310,20.0,12.0,Online,Small Business,Diploma,Male,4,Manager,5.0,Married,23435,4.0,West,Half Yearly,796.8,131470
3311,26.0,26.0,Agent,Salaried,Graduate,Male,4,Senior Manager,2.0,Married,28825,3.0,North,Half Yearly,2594.5,293150
3312,12.0,24.0,Agent,Small Business,Diploma,Male,5,Manager,6.0,Married,24591,9.0,North,Yearly,983.6666666666666,189842
3313,13.0,38.0,Agent,Salaried,Graduate,Male,6,Manager,5.0,Single,25192,8.0,West,Yearly,1259.6,227987
3314,26.0,26.0,Agent,Small Business,Under Graduate,Female,4,Executive,5.0,Single,21752,5.0,West,Half Yearly,1044.0,205687
3315,3.0,20.0,Third Party Partner,Large Business,Engineer,Female,4,Manager,2.0,Single,23695,1.0,East,Half Yearly,1658.5,248797
3316,10.0,10.0,Online,Salaried,Graduate,Male,4,Manager,2.0,Married,24929,3.0,North,Half Yearly,1745.0,303635
3317,28.0,14.0,Agent,Salaried,Graduate,Male,6,Senior Manager,4.0,Married,28067,4.0,North,Yearly,1754.25,340312
3318,32.0,16.0,Agent,Small Business,Under Graduate,Male,4,VP,5.0,Single,38290,6.0,West,Half Yearly,1072.2,167250
3319,12.0,31.0,Agent,Salaried,Graduate,Female,6,Senior Manager,4.0,Married,28213,16.0,West,Yearly,1551.75,201723
3320,3.0,16.0,Third Party Partner,Large Business,Engineer,Female,5,Executive,6.0,Single,23425,3.0,North,Yearly,546.6666666666666,89639
3321,9.0,28.0,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,2.0,Married,20602,1.0,West,Half Yearly,2369.0,386184
3322,22.0,26.0,Third Party Partner,Salaried,MBA,Female,5,Executive,2.0,Married,20637,2.0,North,Yearly,2167.0,316365
3323,21.0,3.0,Agent,Large Business,Engineer,Male,4,Manager,4.0,Married,26803,6.0,West,Half Yearly,871.0,94078
3324,18.0,4.0,Agent,Small Business,Under Graduate,Female,4,Executive,2.0,Single,21902,7.0,North,Half Yearly,2190.0,273775
3325,21.0,8.0,Agent,Small Business,Diploma,Female,6,Executive,5.0,Single,21217,3.0,West,Yearly,848.6,92506
3326,15.0,9.0,Third Party Partner,Salaried,Graduate,Male,2,Manager,4.0,Single,24751,2.0,North,Monthly,742.5,141080
3327,18.0,28.0,Agent,Small Business,Diploma,Male,5,Senior Manager,6.0,Married,25597,9.0,North,Yearly,767.8333333333334,79862
3328,8.0,15.0,Agent,Small Business,Under Graduate,Male,2,Executive,2.0,Married,21389,6.0,North,Monthly,1283.5,246401
3329,11.0,14.0,Online,Small Business,Diploma,Female,4,Manager,5.0,Single,23604,1.0,North,Half Yearly,566.4,84408
3330,11.0,28.0,Agent,Small Business,Diploma,Female,4,Manager,2.0,Single,22964,7.0,North,Half Yearly,2755.5,440909
3331,20.0,27.0,Agent,Salaried,Graduate,Female,4,Senior Manager,6.0,Single,27021,2.0,North,Half Yearly,1125.8333333333333,159874
3332,11.0,15.0,Third Party Partner,Small Business,Under Graduate,Female,5,Executive,5.0,Married,20925,1.0,North,Yearly,753.4,137100
3333,24.0,12.0,Agent,Small Business,Diploma,Male,4,Senior Manager,4.0,Married,26618,1.0,North,Half Yearly,1530.5,255599
3334,4.0,9.0,Agent,Large Business,Engineer,Female,5,Executive,6.0,Married,20566,4.0,North,Yearly,719.8333333333334,129565
3335,16.0,31.0,Agent,Salaried,Graduate,Male,2,Manager,4.0,Married,23751,2.0,West,Monthly,1306.25,190720
3336,6.0,6.0,Online,Large Business,Engineer,Male,4,Executive,5.0,Single,21175,1.0,North,Half Yearly,593.0,90713
3337,8.0,13.0,Agent,Small Business,Under Graduate,Male,6,Manager,2.0,Married,24268,4.0,West,Yearly,1334.5,265613
3338,4.0,16.0,Third Party Partner,Large Business,Engineer,Male,5,Executive,4.0,Married,20894,12.0,West,Yearly,992.5,163756
3339,19.0,6.0,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Married,21223,2.0,West,Half Yearly,636.6,79586
3340,40.0,7.0,Agent,Small Business,Under Graduate,Male,5,VP,6.0,Married,37495,1.0,West,Yearly,1124.8333333333333,157479
3341,2.0,9.0,Online,Large Business,Engineer,Male,4,Manager,5.0,Married,21512,3.0,West,Half Yearly,430.2,56791
3342,16.0,8.0,Agent,Salaried,Graduate,Male,4,Executive,6.0,Married,20746,7.0,North,Half Yearly,449.5,53040
3343,28.0,28.0,Online,Salaried,Graduate,Male,4,Manager,4.0,Married,22458,8.0,West,Half Yearly,1179.0,181573
3344,47.0,16.0,Online,Small Business,Under Graduate,Female,5,AVP,4.0,Married,28064,9.0,West,Yearly,1964.0,288689
3345,9.0,18.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Single,21996,7.0,North,Half Yearly,1539.5,204783
3346,18.0,24.0,Agent,Salaried,Graduate,Female,6,Manager,2.0,Single,24486,9.0,West,Yearly,2938.5,434871
3347,12.0,3.0,Agent,Small Business,Diploma,Male,4,Executive,5.0,Single,21136,4.0,West,Half Yearly,591.8,79302
3348,4.0,9.0,Agent,Salaried,Post Graduate,Female,5,Executive,4.0,Married,22159,1.0,West,Yearly,1108.0,154005
3349,18.0,9.0,Agent,Small Business,Under Graduate,Female,4,Executive,6.0,Married,20855,1.0,North,Half Yearly,764.6666666666666,112408
3350,13.0,10.0,Agent,Small Business,Diploma,Female,5,Manager,2.0,Married,23925,3.0,North,Yearly,1675.0,294756
3351,7.0,28.0,Agent,Large Business,Engineer,Female,4,Senior Manager,4.0,Married,21996,14.0,West,Half Yearly,1736.5,283052
3352,5.0,9.0,Agent,Small Business,Diploma,Male,5,Manager,5.0,Married,22646,5.0,West,Yearly,905.8,173921
3353,30.0,24.0,Agent,Small Business,Under Graduate,Male,4,VP,2.0,Married,37785,3.0,West,Half Yearly,3023.0,492716
3354,9.0,23.0,Agent,Salaried,Graduate,Male,4,Senior Manager,6.0,Married,26778,5.0,West,Half Yearly,758.6666666666666,84216
3355,16.0,16.0,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,5.0,Married,20799,2.0,West,Half Yearly,624.0,103579
3356,14.0,14.0,Agent,Salaried,Post Graduate,Male,4,Manager,5.0,Married,22528,2.0,West,Half Yearly,540.6,92995
3357,27.0,16.0,Agent,Salaried,Graduate,Male,4,Manager,2.0,Single,24270,4.0,West,Half Yearly,2669.5,488555
3358,17.0,9.0,Agent,Salaried,Graduate,Male,2,Executive,6.0,Married,21600,3.0,West,Monthly,720.0,110160
3359,12.0,15.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Married,20501,1.0,West,Half Yearly,1230.0,131616
3360,38.0,32.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,4.0,Single,21772,8.0,North,Half Yearly,1596.0,161201
3361,23.0,6.0,Online,Salaried,Graduate,Male,5,Manager,5.0,Single,26448,2.0,North,Yearly,1163.8,228087
3362,18.0,18.0,Agent,Salaried,Graduate,Female,4,Executive,6.0,Married,21834,9.0,West,Half Yearly,764.1666666666666,146724
3363,12.0,16.0,Agent,Small Business,Under Graduate,Male,2,Manager,6.0,Married,23995,2.0,North,Monthly,679.8333333333334,72065
3364,12.0,12.0,Online,Small Business,Under Graduate,Male,4,Manager,2.0,Married,24219,2.0,West,Half Yearly,1937.5,377816
3365,2.0,12.0,Online,Salaried,MBA,Male,4,Executive,5.0,Married,21049,1.0,North,Half Yearly,463.0,82891
3366,16.0,11.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,6.0,Married,23803,7.0,North,Half Yearly,912.5,166065
3367,5.0,21.0,Agent,Small Business,Under Graduate,Male,4,Manager,6.0,Single,22670,3.0,West,Half Yearly,869.0,97329
3368,5.0,9.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,2.0,Married,22584,2.0,West,Half Yearly,2258.5,404253
3369,17.0,10.0,Online,Salaried,Graduate,Male,4,Executive,4.0,Single,20895,5.0,West,Half Yearly,835.75,129549
3370,21.0,32.0,Agent,Salaried,Graduate,Male,2,Manager,5.0,Single,25327,1.0,West,Monthly,1063.8,115947
3371,20.0,7.0,Agent,Small Business,Diploma,Female,4,Senior Manager,4.0,Married,28904,7.0,West,Half Yearly,1662.0,224367
3372,29.0,29.0,Agent,Small Business,Under Graduate,Female,4,Senior Manager,4.0,Single,28124,4.0,North,Half Yearly,1195.25,156580
3373,26.0,26.0,Agent,Small Business,Under Graduate,Female,4,Executive,5.0,Married,20605,7.0,North,Half Yearly,865.4,132407
3374,8.0,3.0,Agent,Small Business,Under Graduate,Female,4,Manager,5.0,Married,27383,3.0,North,Half Yearly,547.6,105698
3375,27.0,22.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Married,24970,13.0,West,Half Yearly,2247.5,370804
3376,8.0,15.0,Agent,Large Business,Engineer,Male,2,Manager,4.0,Married,25256,2.0,North,Monthly,631.5,76399
3377,11.0,14.0,Online,Small Business,Under Graduate,Male,4,AVP,5.0,Married,25256,3.0,West,Half Yearly,555.6,104458
3378,13.0,21.0,Agent,Small Business,Under Graduate,Male,6,Executive,4.0,Married,21162,2.0,North,Yearly,1058.0,144959
3379,24.0,36.0,Agent,Salaried,Graduate,Female,5,Senior Manager,5.0,Married,28790,12.0,North,Yearly,1209.2,157193
3380,6.0,3.0,Agent,Salaried,Graduate,Female,4,Manager,6.0,Married,22905,9.0,West,Half Yearly,496.3333333333333,97766
3381,5.0,14.0,Agent,Small Business,Under Graduate,Female,4,Manager,2.0,Married,25311,4.0,North,Half Yearly,2278.0,227799
3382,34.0,7.0,Third Party Partner,Small Business,Diploma,Female,4,Senior Manager,6.0,Married,28094,8.0,North,Half Yearly,1123.8333333333333,135975
3383,9.0,18.0,Agent,Small Business,Under Graduate,Female,4,Executive,6.0,Married,22048,3.0,North,Half Yearly,735.0,85987
3384,14.0,3.0,Agent,Small Business,Diploma,Female,6,Manager,2.0,Married,23862,4.0,North,Yearly,1431.5,237665
3385,19.0,3.0,Agent,Small Business,Under Graduate,Male,4,Manager,2.0,Single,23141,2.0,West,Half Yearly,1620.0,239741
3386,19.0,8.0,Third Party Partner,Salaried,Graduate,Male,4,AVP,4.0,Married,34244,8.0,West,Half Yearly,941.75,167624
3387,10.0,14.0,Online,Small Business,Under Graduate,Female,4,Executive,4.0,Single,19971,4.0,West,Half Yearly,1198.25,127015
3388,18.0,15.0,Agent,Salaried,MBA,Male,2,Executive,6.0,Married,21413,9.0,West,Monthly,499.6666666666667,52961
3389,15.0,11.0,Agent,Salaried,MBA,Male,5,Executive,6.0,Married,20792,7.0,West,Yearly,623.8333333333334,106039
3390,15.0,4.0,Online,Salaried,Graduate,Female,4,Manager,4.0,Married,23611,2.0,North,Half Yearly,944.5,160554
3391,31.0,6.0,Agent,Salaried,Post Graduate,Female,4,Manager,5.0,Married,25419,10.0,North,Half Yearly,1220.2,215959
3392,19.0,13.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,2.0,Married,24132,1.0,North,Half Yearly,1568.5,307441
3393,21.0,8.0,Third Party Partner,Salaried,Graduate,Female,4,Executive,2.0,Single,20836,8.0,West,Half Yearly,2083.5,339627
3394,5.0,5.0,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,2.0,Married,22269,8.0,West,Half Yearly,2561.0,325238
3395,29.0,35.0,Third Party Partner,Small Business,Diploma,Male,4,Manager,2.0,Single,23105,3.0,North,Half Yearly,2888.0,418778
3396,20.0,5.0,Online,Large Business,Engineer,Male,4,Executive,4.0,Married,21393,5.0,West,Half Yearly,1230.0,127930
3397,15.0,12.0,Agent,Salaried,Graduate,Female,4,Executive,4.0,Single,20562,1.0,North,Half Yearly,616.75,113502
3398,18.0,30.0,Agent,Salaried,Graduate,Male,4,Senior Manager,2.0,Married,27035,7.0,West,Half Yearly,2974.0,502580
3399,3.0,6.0,Online,Salaried,Graduate,Male,4,Executive,2.0,Married,21163,6.0,West,Half Yearly,1587.0,280939
3400,31.0,25.0,Agent,Salaried,Graduate,Male,6,Manager,4.0,Married,24841,16.0,North,Yearly,1552.5,226674
3401,8.0,4.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Single,22425,2.0,West,Half Yearly,953.0,136288
3402,28.0,43.0,Agent,Small Business,Diploma,Male,5,Manager,5.0,Single,28364,14.0,West,Yearly,1418.2,182947
3403,32.0,19.0,Agent,Large Business,Engineer,Female,2,AVP,6.0,Married,20216,4.0,West,Monthly,1056.0,161578
3404,5.0,28.0,Agent,Small Business,Under Graduate,Female,5,Manager,4.0,Married,21997,3.0,West,Yearly,1154.75,177845
3405,20.0,4.0,Agent,Small Business,Under Graduate,Male,5,Executive,5.0,Married,21261,2.0,West,Yearly,808.0,100989
3406,27.0,5.0,Agent,Small Business,Under Graduate,Female,5,VP,4.0,Married,37849,11.0,West,Yearly,1135.5,190759
3407,22.0,22.0,Agent,Salaried,Graduate,Male,5,VP,5.0,Married,38122,4.0,North,Yearly,1448.6,147760
3408,20.0,20.0,Third Party Partner,Salaried,Graduate,Male,5,Executive,2.0,Single,20896,2.0,North,Yearly,1985.0,242184
3409,4.0,21.0,Agent,Salaried,Graduate,Female,4,Senior Manager,5.0,Married,25771,2.0,North,Half Yearly,824.6,138544
3410,21.0,4.0,Third Party Partner,Salaried,Graduate,Female,5,Executive,6.0,Married,23231,7.0,North,Yearly,697.0,87116
3411,14.0,19.0,Agent,Salaried,Post Graduate,Male,4,Manager,2.0,Married,22359,1.0,West,Half Yearly,2347.5,403803
3412,6.0,6.0,Agent,Large Business,Engineer,Male,5,Executive,2.0,Married,21119,3.0,North,Yearly,1478.5,269056
3413,9.0,13.0,Agent,Small Business,Under Graduate,Female,4,Executive,5.0,Married,21313,3.0,North,Half Yearly,852.6,119352
3414,26.0,13.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Single,19538,2.0,West,Half Yearly,2149.0,227813
3415,31.0,10.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Single,20929,8.0,North,Half Yearly,1046.4,143363
3416,36.0,12.0,Agent,Large Business,Engineer,Female,5,Manager,4.0,Married,24130,2.0,North,Yearly,1508.25,232251
3417,28.0,34.0,Agent,Salaried,Graduate,Male,4,Manager,4.0,Married,22654,3.0,West,Half Yearly,1416.0,254857
3418,16.0,12.0,Agent,Salaried,Graduate,Male,4,Senior Manager,2.0,Married,28170,2.0,North,Half Yearly,1972.0,254375
3419,4.0,22.0,Agent,Salaried,Graduate,Male,4,Executive,6.0,Single,20519,5.0,West,Half Yearly,718.1666666666666,88334
3420,14.0,8.0,Agent,Small Business,Under Graduate,Male,4,Manager,6.0,Married,22741,3.0,North,Half Yearly,454.8333333333333,65494
3421,16.0,10.0,Agent,Salaried,Post Graduate,Female,5,Manager,5.0,Married,23245,2.0,West,Yearly,650.8,124965
3422,34.0,17.0,Agent,Salaried,Graduate,Female,5,Manager,2.0,Married,24363,2.0,North,Yearly,2801.5,428667
3423,25.0,4.0,Third Party Partner,Salaried,MBA,Male,5,Manager,2.0,Single,22343,2.0,North,Yearly,2122.5,267445
3424,14.0,18.0,Agent,Salaried,Graduate,Male,4,AVP,6.0,Married,35280,2.0,North,Half Yearly,588.0,95844
3425,23.0,23.0,Agent,Salaried,Graduate,Female,5,Executive,4.0,Married,21390,3.0,West,Yearly,962.5,166521
3426,11.0,11.0,Agent,Small Business,Under Graduate,Female,2,Manager,4.0,Single,24957,9.0,West,Monthly,936.0,148806
3427,38.0,19.0,Third Party Partner,Small Business,Under Graduate,Female,4,AVP,2.0,Married,35631,5.0,West,Half Yearly,3207.0,590049
3428,12.0,12.0,Agent,Salaried,Graduate,Male,2,Manager,6.0,Married,23490,5.0,North,Monthly,978.8333333333334,122343
3429,11.0,18.0,Online,Large Business,Engineer,Male,6,Executive,6.0,Married,20764,1.0,West,Yearly,588.3333333333334,78834
3430,12.0,2.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Single,21044,2.0,North,Half Yearly,1157.5,190974
3431,17.0,26.0,Agent,Small Business,Diploma,Male,5,Manager,5.0,Married,23964,1.0,West,Yearly,862.8,168227
3432,8.0,5.0,Agent,Small Business,Diploma,Female,4,Manager,5.0,Married,22850,4.0,West,Half Yearly,548.4,78969
3433,12.0,12.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,6.0,Married,21723,1.0,West,Half Yearly,689.1666666666666,70289
3434,11.0,22.0,Agent,Small Business,Under Graduate,Female,4,Manager,2.0,Married,25040,3.0,West,Half Yearly,2754.5,333282
3435,3.0,7.0,Agent,Small Business,Under Graduate,Female,5,Manager,2.0,Married,26560,7.0,North,Yearly,1726.5,274497
3436,12.0,6.0,Agent,Small Business,Under Graduate,Female,2,Executive,4.0,Married,22435,1.0,North,Monthly,729.25,77288
3437,5.0,10.0,Third Party Partner,Salaried,Post Graduate,Male,2,Executive,2.0,Married,21001,1.0,North,Monthly,1260.0,220510
3438,6.0,6.0,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,4.0,Single,23856,3.0,West,Half Yearly,1491.0,166992
3439,5.0,26.0,Agent,Small Business,Diploma,Male,4,Manager,4.0,Single,23944,13.0,West,Half Yearly,1317.0,201488
3440,4.0,4.0,Third Party Partner,Salaried,Graduate,Male,5,Manager,2.0,Married,25291,2.0,West,Yearly,1897.0,237103
3441,7.0,5.0,Third Party Partner,Large Business,Engineer,Male,2,Executive,6.0,Single,19548,4.0,West,Monthly,391.0,62553
3442,22.0,9.0,Online,Salaried,Graduate,Female,6,Manager,4.0,Married,24193,2.0,West,Yearly,1088.75,116489
3443,5.0,10.0,Agent,Large Business,Engineer,Male,4,Executive,5.0,Married,20683,5.0,West,Half Yearly,1034.2,170634
3444,23.0,12.0,Third Party Partner,Salaried,Post Graduate,Male,5,Manager,2.0,Married,24204,5.0,West,Yearly,1936.5,292384
3445,19.0,6.0,Agent,Small Business,Diploma,Female,4,Manager,4.0,Single,28311,7.0,West,Half Yearly,1557.0,177510
3446,33.0,17.0,Online,Large Business,Engineer,Male,4,Manager,5.0,Married,23924,3.0,North,Half Yearly,1100.6,113352
3447,3.0,13.0,Agent,Small Business,Diploma,Female,5,Manager,6.0,Married,23837,5.0,West,Yearly,437.0,54189
3448,17.0,7.0,Agent,Small Business,Under Graduate,Male,4,Manager,6.0,Married,23608,2.0,West,Half Yearly,550.8333333333334,67204
3449,12.0,8.0,Third Party Partner,Small Business,Under Graduate,Female,5,Manager,5.0,Married,20590,5.0,West,Yearly,782.4,86848
3450,39.0,26.0,Agent,Salaried,Graduate,Female,4,AVP,2.0,Married,36332,10.0,North,Half Yearly,3270.0,425084
3451,26.0,26.0,Third Party Partner,Salaried,Graduate,Female,2,Executive,4.0,Single,20889,4.0,West,Monthly,1096.75,208367
3452,5.0,12.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Married,23228,5.0,North,Half Yearly,1161.5,192792
3453,5.0,23.0,Third Party Partner,Salaried,Graduate,Male,4,VP,2.0,Married,37618,7.0,West,Half Yearly,2257.0,268592
3454,17.0,11.0,Agent,Small Business,Diploma,Male,4,Manager,2.0,Married,23544,10.0,North,Half Yearly,2825.5,285353
3455,13.0,13.0,Third Party Partner,Salaried,MBA,Female,5,Executive,5.0,Married,21320,6.0,West,Yearly,639.6,89544
3456,9.0,4.0,Agent,Small Business,Under Graduate,Male,4,Manager,6.0,Married,21320,2.0,North,Half Yearly,746.1666666666666,94767
3457,4.0,23.0,Online,Small Business,Under Graduate,Male,4,Executive,4.0,Single,20601,3.0,West,Half Yearly,978.5,189838
3458,9.0,5.0,Online,Small Business,Under Graduate,Male,4,Executive,6.0,Married,21522,7.0,West,Half Yearly,789.1666666666666,105744
3459,9.0,6.0,Online,Salaried,Graduate,Male,2,Executive,5.0,Married,21267,4.0,North,Monthly,425.4,70181
3460,7.0,33.0,Agent,Small Business,Diploma,Male,4,Senior Manager,2.0,Single,28345,7.0,West,Half Yearly,3259.5,596520
3461,8.0,15.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,4.0,Married,27085,5.0,West,Half Yearly,948.0,178219
3462,32.0,11.0,Agent,Small Business,Under Graduate,Male,4,Executive,6.0,Single,21324,10.0,North,Half Yearly,888.5,146602
3463,5.0,13.0,Agent,Salaried,Graduate,Male,4,Manager,6.0,Married,23830,1.0,West,Half Yearly,436.8333333333333,55921
3464,6.0,23.0,Online,Small Business,Under Graduate,Female,4,Manager,2.0,Married,25124,2.0,West,Half Yearly,2889.5,537402
3465,13.0,3.0,Third Party Partner,Salaried,Graduate,Male,6,Manager,6.0,Married,23460,1.0,West,Yearly,430.1666666666667,63654
3466,9.0,27.0,Agent,Large Business,Engineer,Male,5,Executive,2.0,Married,20824,2.0,West,Yearly,2290.5,355049
3467,21.0,27.0,Agent,Salaried,Graduate,Male,5,Executive,6.0,Single,21315,3.0,West,Yearly,888.1666666666666,134106
3468,34.0,28.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Married,23661,7.0,West,Half Yearly,2839.5,567864
3469,8.0,23.0,Agent,Small Business,Diploma,Male,4,Manager,2.0,Single,22562,2.0,West,Half Yearly,1918.0,276159
3470,11.0,18.0,Agent,Salaried,Graduate,Male,5,Manager,2.0,Single,28136,3.0,West,Yearly,1829.0,354795
3471,8.0,25.0,Third Party Partner,Small Business,Diploma,Male,4,Manager,2.0,Married,24074,7.0,North,Half Yearly,2046.5,282388
3472,8.0,15.0,Agent,Salaried,Graduate,Male,4,Senior Manager,6.0,Single,28905,1.0,North,Half Yearly,626.3333333333334,90183
3473,28.0,28.0,Agent,Salaried,Graduate,Female,4,Manager,4.0,Married,21354,1.0,North,Half Yearly,1174.5,185566
3474,3.0,8.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,4.0,Married,24425,2.0,West,Half Yearly,671.75,94708
3475,11.0,11.0,Agent,Salaried,Graduate,Male,4,Senior Manager,4.0,Married,25967,2.0,East,Half Yearly,1363.25,185404
